term,definition,category
busway,"A electrical term meaning bara kanalı, used in site, drawing, installation or coordination contexts.",electrical components
cabling,"A electrical term meaning kablolama, used in site, drawing, installation or coordination contexts.",electrical components
cord,"A electrical term meaning kordon / kablo, used in site, drawing, installation or coordination contexts.",electrical components
governor,"A electrical term meaning hız regülatörü, used in site, drawing, installation or coordination contexts.",electrical components
ICU,ICU is an acronym used in electrical communication.,electrical components
instrument,"An adjective meaning “enstrüman / ölçü cihazı”, used to describe a condition, issue, status or requirement.",electrical components
intercom,"A electrical term meaning interkom, used in site, drawing, installation or coordination contexts.",electrical components
jockey,"A electrical term meaning jokey pompa, used in site, drawing, installation or coordination contexts.",electrical components
microprocessor,"A electrical term meaning mikroişlemci, used in site, drawing, installation or coordination contexts.",electrical components
mimic,"An adjective meaning “mimik pano / taklit diyagram”, used to describe a condition, issue, status or requirement.",electrical components
override,"A electrical term meaning manuel geçersiz kılma / override, used in site, drawing, installation or coordination contexts.",electrical components
pair,"A electrical term meaning çift, used in site, drawing, installation or coordination contexts.",electrical components
regulator,"A electrical term meaning regülatör / hız sınırlayıcı, used in site, drawing, installation or coordination contexts.",electrical components
screened,"A electrical term meaning ekranlı, used in site, drawing, installation or coordination contexts.",electrical components
shielded,"A electrical term meaning ekranlı / zırhlı, used in site, drawing, installation or coordination contexts.",electrical components
string,"A electrical term meaning dizi / akü stringi, used in site, drawing, installation or coordination contexts.",electrical components
tagging,"A electrical term meaning etiketleme, used in site, drawing, installation or coordination contexts.",electrical components
transmitter,"A electrical term meaning transmitter / verici, used in site, drawing, installation or coordination contexts.",electrical components
truck,"A electrical term meaning çekmeceli şalter arabası, used in site, drawing, installation or coordination contexts.",electrical components
twisted,"A electrical term meaning bükümlü, used in site, drawing, installation or coordination contexts.",electrical components
CO,CO is an acronym used in electrical communication.,electrical safety / protection
equalization,"A electrical term meaning eşpotansiyelleme, used in site, drawing, installation or coordination contexts.",electrical safety / protection
monoxide,"A electrical term meaning monoksit, used in site, drawing, installation or coordination contexts.",electrical safety / protection
optical,"An adjective meaning “optik”, used to describe a condition, issue, status or requirement.",electrical safety / protection
PFC,PFC is an acronym used in electrical communication.,electrical safety / protection
SF6,SF6 is an acronym used in electrical communication.,electrical safety / protection
air circuit breaker,"A electrical term meaning açık tip güç kesicisi, used in site, drawing, installation or coordination contexts.",electrical systems
alarm control panel,"A electrical term meaning alarm kontrol paneli, used in site, drawing, installation or coordination contexts.",electrical systems
alarm system cables,"A electrical term meaning alarm sistem cables, used in site, drawing, installation or coordination contexts.",electrical systems
calculations transformer generator,"A electrical term meaning calculations trafo jeneratör, used in site, drawing, installation or coordination contexts.",electrical systems
campus-wide grounding network,"A electrical term meaning campus-wide topraklama ağ / şebeke, used in site, drawing, installation or coordination contexts.",electrical systems
CCTV card access,"A electrical term meaning CCTV kart geçiş, used in site, drawing, installation or coordination contexts.",electrical systems
concurrent maintainability,"A electrical term meaning eş zamanlı bakım yapılabilirlik, used in site, drawing, installation or coordination contexts.",electrical systems
dimmable lighting control,"A electrical term meaning dimmable aydınlatma kontrolü, used in site, drawing, installation or coordination contexts.",electrical systems
