term,definition,category
wallpaper,"A software term meaning duvar kağıdı (bilgisayar), used in site, drawing, installation or coordination contexts.",computer literacy
icon (desktop),"A software term meaning simge (masaüstü), used in site, drawing, installation or coordination contexts.",computer literacy
shortcut,"A software term meaning kısayol, used in site, drawing, installation or coordination contexts.",computer literacy
window (software),"A software term meaning pencere (yazılım), used in site, drawing, installation or coordination contexts.",computer literacy
copy and paste,"A software term meaning kopyala yapıştır, used in site, drawing, installation or coordination contexts.",computer literacy
drag and drop,"A software term meaning sürükle bırak, used in site, drawing, installation or coordination contexts.",computer literacy
zoom in,"A software term meaning yakınlaştırma, used in site, drawing, installation or coordination contexts.",computer literacy
zoom out,"A software term meaning uzaklaştırma, used in site, drawing, installation or coordination contexts.",computer literacy
scroll bar,"A software term meaning kaydırma çubuğu, used in site, drawing, installation or coordination contexts.",computer literacy
push notification setting,"A software term meaning anlık bildirim ayarı, used in site, drawing, installation or coordination contexts.",computer literacy
settings menu,"A software term meaning ayarlar menüsü, used in site, drawing, installation or coordination contexts.",computer literacy
search bar,"A software term meaning arama çubuğu, used in site, drawing, installation or coordination contexts.",computer literacy
system update,"A software term meaning sistem güncellemesi, used in site, drawing, installation or coordination contexts.",computer literacy
device driver,"A software term meaning aygıt sürücüsü, used in site, drawing, installation or coordination contexts.",computer literacy
software installation,"A software term meaning yazılım kurulumu, used in site, drawing, installation or coordination contexts.",computer literacy
uninstall software,"A software term meaning yazılım kaldırma, used in site, drawing, installation or coordination contexts.",computer literacy
factory reset,"A software term meaning fabrika ayarlarına sıfırlama, used in site, drawing, installation or coordination contexts.",computer literacy
dual monitor setup,"A software term meaning çift monitör kurulumu, used in site, drawing, installation or coordination contexts.",computer literacy
system requirements,"A software term meaning sistem gereksinimleri, used in site, drawing, installation or coordination contexts.",computer literacy
user account control,"A software term meaning kullanıcı hesabı denetimi, used in site, drawing, installation or coordination contexts.",computer literacy
turn on,"A software term meaning açma (cihaz), used in site, drawing, installation or coordination contexts.",computer literacy
turn off,"A software term meaning kapatma (cihaz), used in site, drawing, installation or coordination contexts.",computer literacy
restart,"A software term meaning yeniden başlatma, used in site, drawing, installation or coordination contexts.",computer literacy
non-functional requirement,"A software term meaning fonksiyonel olmayan gereksinim, used in site, drawing, installation or coordination contexts.",sdlc
software development lifecycle,"A software term meaning yazılım geliştirme yaşam döngüsü, used in site, drawing, installation or coordination contexts.",sdlc
